Case 1a,Case 1a SE,Case 1b,Case 1b SE,Case 1c,Case 1c SE,Case 1d,Case 1d SE
44.6159899103641,6.46785070071622,93.0215507411957,7.98315144306552,218.782283015251,21.4229760668019,464.980406608582,32.9534443939612
