"x"
10326907353.0744
68599714233.4857
7997165705.256
83826988799.7525
0
0
0
190591355654.172
673143718227.644
1571164735708.98
525177888451.682
0
0
860474142924.74
24146835339.2962
59042528883.9559
191371734876.885
324424348791.682
65.0021616507765
2.67248765581793
0
3061138572849.62
824887555063.529
189414650218.628
1332412987.39199
28259821.127413
110523521781.89
136635.763907814
6356307.84731724
818242132787.338
738714648259.749
1434549244055.07
1003266452547.18
1112368252310.23
207079302204.742
1388530463036.42
283894484187.566
1315022703.71035
0
250801330165.411
86493027537.6583
1505314516237.19
1296738460591.15
993540224074.396
14081223613.679
954857558909.486
1012594810225.15
0
405941245057.671
412743855814.105
123321932553.215
160292353346.842
566745452577.048
376842505238.333
63075026944.1977
14919915283.1512
932966413316.254
147435579053.124
364332410238.298
744623978243.739
511253886097.945
857889438735.002
175717.832150132
0
962756611144.791
242258091735.766
303521787786.231
364332410238.298
1168435207228.24
