"x"
8737643818.1866
37992021401.6688
5136267464.03299
68096417637.3876
0
0
0
107601558340.73
504922329202.859
962734159269.93
302300248685.519
0
0
544305235094.836
12317083681.3528
30522858337.5782
49917410777.0081
96128471030.0517
24.3375320819021
0.0729442429266108
0
2129791876261.42
531559399758.373
84465764189.3976
983207101.899483
22266074.4530892
81448154464.1553
114497.406127489
3759390.04795868
630517927862.591
559440433234.585
1159990811854.03
785658875514.421
798201289227.146
134739202621.631
854279916150.281
224739434973.662
833099614.362873
0
194164511418.645
52170373210.1052
1135482328025.12
971952174620.095
737666556929.782
9187222533.97052
692168050970.261
732367006920.896
0
290424675725.689
316436305046.037
41007290009.4908
105163418060.05
426798198726.264
182466411329.145
44993049435.6295
8790085502.3056
658108993744.491
63309941626.2658
295952117179.997
564718372968.604
407517690309.294
604965820285.383
109483.762844924
0
525424789964.234
130929884218.303
232139255392.695
295952117179.997
964827669969.654
