"x"
141584638.526166
223630484.809387
10017553.6066162
186630016.767982
0
0
0
2267050631.3014
546458441.890885
8971703848.11612
1696635868.64386
0
0
2891971433.25807
80900595.1545995
455183847.954647
10341179879.7741
8190293095.40978
0.328333782855112
2.75396745848028
0
12923465288.106
4235201016.3076
4022625246.82709
364376.722393709
2496.6857971975
5872672188.63148
5.28471130406694
1809.46758614033
1558475345.90107
2320021499.44245
3040266214.7979
5322354892.96435
1938589777.11049
775801656.14864
8801639249.71609
326673591.938955
6056694.25251739
0
837613070.858166
6442432823.94629
2609449452.83818
4313416104.85446
2010866202.09382
37488428.6196929
3113806172.85733
3482074003.45119
0
1455812228.14784
3553331472.12903
2788225117.54751
951505117.543122
2551413105.74041
8840893329.42493
131727359.182115
111603005.931057
3154677084.12707
3118397340.09607
552447793.203179
2320053870.05228
883623177.629819
2096542290.97354
2.81544850740858
0
6063569907.75564
3204682002.18108
3334093568.02543
552447793.203179
3159324463.60184
