"x"
138638921.94477
169883617.446152
1284176.50898398
106436431.150612
0
0
0
2207627728.54749
400147044.319069
8447758511.24902
1605460327.18244
0
0
2806128753.72043
11557588.5808558
422049472.054273
10030084469.9868
7659740693.88133
0.309459805885661
2.74309655028389
0
12586874856.8229
4079975366.52682
3935680856.54996
0
1275.46376785011
5758372615.14706
0.221691407286118
8.37599520938559e-05
1400198220.95993
2157840875.91974
2609843776.01671
4599264892.60603
1764252369.64216
753278713.776591
8684623398.5702
161460505.497212
5368308.58982584
0
790168619.949114
5669965586.24241
2031433682.1906
3547065887.44794
1610501943.69306
35486397.6149852
2549009004.50776
3040703648.94532
0
1264291810.97654
3419147715.98066
2682329091.87704
866696983.204705
2418303994.08594
7516009527.28008
66217986.2918912
110187700.967329
2449626486.02658
2899457233.76132
452166768.041015
2157840875.81823
647967901.397888
1915387960.54148
0.418608197778635
0
5859366419.76127
3151081782.91027
3173222510.40262
452166768.041015
2523940761.63274
