"x"
736617137.220005
2301740306.11503
436400292.447011
7476961386.44393
0
0
0
10825978285.7834
5360579840.34235
19793663208.5231
8603599806.15332
0
0
32201978407.3654
1496679939.67318
1024502620.17446
125103447154.319
94676197195.6388
0.828707742022706
1.1918111099584
0
10577164562.5658
6711870257.17005
2751912252.5726
124559415.431007
348262.052715348
31036275528.8575
7.85699723731674
196861.441400884
6463179030.3139
3131131020.9714
42297309928.4627
4029654943.94224
82279792368.0579
13552406934.8307
3521752386.8383
4423391227.77274
155312897.164995
0
1807840314.27177
13478770250.5855
33262507764.8447
166966462086.327
4287651218.51481
41882312.7410878
69813177566.3769
6091065243.66632
0
640641766.427834
18085770073.6551
23058943238.521
851848057.581601
3518404107.11723
103289702654.316
5103951956.16911
57881543.4433801
9900566561.53035
42292406933.1138
16207208265.131
3118031033.35394
21214996016.7449
107048339103.314
38.0991652680979
0
22100127374.6886
43462465248.6214
18023402094.2184
16207208265.131
788381093.290375
