"p=1 MSE","p=2 MSE","p=3 MSE","p=1 AIC","p=2 AIC","p=3 AIC"
0.065396702221077,0.07749976814986,0.0768205586687008,201166.28375635,244245.656549228,285166.05920582
0.0788412587473649,0.0789000933339096,0.0754456807516455,244373.54407155,288263.102986235,328501.480868117
0.077190924314262,0.0754852523512563,0.0754233396036881,285201.900301012,328505.388451022,371969.273838
