"V1"
10013828278.1878
69276676961.5362
7991266788.30174
82113221867.2035
0
0
0
167328896196.565
670305918464.819
1534292309793.39
524996339746.097
0
0
873010600925.218
24101055594.2118
59556487125.3549
234868933682.761
326239805081.078
69.4144448980421
3.09117684032532
0
3017825273578.2
827175198061.009
171701499427.444
1371372793.01944
28546032.4163866
104688215948.63
175533.638537142
6323373.17983053
836008056174.922
773365316663.255
1393893265479.95
996382340969.344
1149139686873.98
208801980114.338
1351148637826.47
297656756277.529
1335040253.81447
0
234379796310.77
95639319184.934
1530192672197.02
1326216433751.86
1003448943425.04
13186055409.8497
934793134381.202
1009674204777.25
0
387745822400.622
415891266860.136
87880783272.7814
162248631569.135
594056476072.221
373417594029.272
57523586902.8364
14700329436.2594
878053030969.956
157014445457.823
371434927152.834
778716842758.106
517562709910.595
888184927610.597
178830.460643989
0
934965264684.376
273926756877.027
299071385195.237
371434927152.834
1106861889429.69
