OUR,OUR_SD,No-Dynamic,No-Dynamic_SD,No-Structure,No-Structure_SD
0.018160884297228,0.0123065865311098,0.251494854851617,0.0512734137842341,0.0588433258827499,0.00232211144264044
0.0273935801115951,0.00681042204386704,0.325638113137618,0.03518016195987,0.0586879164591126,0.00172948389793223
0.021684250845626,0.158849135994175,0.677356675389865,6.33504372142572,0.0640973089527398,0.00248792064519847
0.0147695740882787,0.00195333393070021,0.297088831933181,0.0283125248487167,0.0639705619487661,0.00181247501779792
